Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1778062327,20,,Aggregated,22.100000,0.000000,11,13,15,17,32,86,200,420,930,930,930,728,0,11,25.94261700669649,2.2488329996122047,931.6081669967389,51.60576923076923
1778062328,20,,Aggregated,21.600000,0.000000,11,13,15,17,31,82,200,420,930,930,930,748,0,11,25.509273973074155,2.2488329996122047,931.6081669967389,52.20053475935829
1778062329,20,,Aggregated,20.300000,0.000000,11,13,15,17,31,72,190,420,930,930,930,771,0,11,25.236662146335632,2.2488329996122047,931.6081669967389,52.53826199740597
1778062330,20,,Aggregated,20.300000,0.000000,11,13,15,17,30,72,190,420,930,930,930,795,0,11,24.826413645015872,2.2488329996122047,931.6081669967389,52.420125786163524
1778062331,20,,Aggregated,21.400000,0.000000,11,13,15,17,29,71,180,420,930,930,930,820,0,11,24.414052204626454,2.2488329996122047,931.6081669967389,52.85243902439024
1778062332,20,,Aggregated,20.800000,0.000000,11,13,15,17,27,63,180,420,930,930,930,846,0,11,23.962235837770532,2.2488329996122047,931.6081669967389,53.048463356974
1778062333,20,,Aggregated,21.800000,0.000000,11,13,15,17,25,63,170,420,930,930,930,864,0,11,23.697741292498566,2.2488329996122047,931.6081669967389,52.96296296296296
1778062334,20,,Aggregated,21.500000,0.000000,11,13,15,16,24,63,170,420,930,930,930,886,0,11,23.388771136244944,2.2488329996122047,931.6081669967389,53.06997742663657
1778062335,20,,Aggregated,21.600000,0.000000,11,13,15,16,24,62,160,390,930,930,930,908,0,11,23.1575343444008,2.2488329996122047,931.6081669967389,52.769823788546255
1778062336,20,,Aggregated,21.000000,0.000000,11,13,15,16,24,61,160,390,930,930,930,930,0,11,22.87091677603174,2.2488329996122047,931.6081669967389,52.851612903225806
1778062337,20,,Aggregated,21.900000,0.000000,11,13,15,16,24,60,150,390,930,930,930,953,0,11,22.588818927296973,2.2488329996122047,931.6081669967389,52.92444910807975
1778062338,20,,Aggregated,22.100000,0.000000,11,13,15,16,24,60,150,390,930,930,930,969,0,11,22.372845867599462,2.2488329996122047,931.6081669967389,53.21362229102167
1778062339,20,,Aggregated,22.700000,0.000000,11,13,15,16,23,60,150,390,930,930,930,996,0,11,22.09089606495183,2.2488329996122047,931.6081669967389,53.45582329317269
1778062340,20,,Aggregated,22.700000,0.000000,11,13,15,16,23,56,150,220,930,930,930,1021,0,11,21.868180932095033,2.2488329996122047,931.6081669967389,53.57590597453477
1778062341,20,,Aggregated,22.800000,0.000000,11,13,15,16,23,56,150,220,930,930,930,1040,0,11,21.64610606887436,2.2488329996122047,931.6081669967389,53.87307692307692
1778062342,20,,Aggregated,22.500000,0.000000,11,13,15,16,22,55,150,220,930,930,930,1067,0,11,21.435615605133087,2.2488329996122047,931.6081669967389,54.34208059981256
1778062343,20,,Aggregated,21.800000,0.000000,11,13,15,16,22,54,150,220,930,930,930,1094,0,11,21.165992969535743,2.2488329996122047,931.6081669967389,53.958866544789764
1778062344,20,,Aggregated,21.900000,0.000000,11,13,15,16,21,51,150,200,930,930,930,1113,0,11,20.987118386934608,2.2488329996122047,931.6081669967389,53.947888589398026
1778062345,20,,Aggregated,22.600000,0.000000,11,13,15,16,21,51,150,200,930,930,930,1134,0,11,20.800648162818376,2.2488329996122047,931.6081669967389,53.7310405643739
1778062346,20,,Aggregated,23.100000,0.000000,11,13,15,16,21,49,150,200,930,930,930,1152,0,11,20.65451252831786,2.2488329996122047,931.6081669967389,53.31944444444444
1778062347,20,,Aggregated,22.500000,0.000000,11,13,15,16,21,48,150,200,930,930,930,1179,0,11,20.431505913158563,2.2488329996122047,931.6081669967389,53.25869380831213
1778062348,20,,Aggregated,22.400000,0.000000,11,13,15,16,21,42,150,200,930,930,930,1203,0,11,20.25870779186742,2.2488329996122047,931.6081669967389,53.59268495428096
1778062349,20,,Aggregated,22.700000,0.000000,11,13,14,16,20,41,150,200,930,930,930,1232,0,11,20.005085036186816,2.2488329996122047,931.6081669967389,53.842532467532465
1778062350,20,,Aggregated,22.600000,0.000000,11,13,14,16,20,41,150,200,930,930,930,1253,0,11,19.836235080282346,2.2488329996122047,931.6081669967389,54.25778132482043
1778062351,20,,Aggregated,22.100000,0.000000,11,13,14,16,20,40,150,200,930,930,930,1282,0,11,19.63453689991829,2.2488329996122047,931.6081669967389,54.19422776911077
